   03/10/16            ;    5,75          ;            229,26     ;        5
   02/11/16            ;    5,79          ;            541,22     ;        5
   01/12/16            ;    6,18          ;            558,38     ;        5
   06/12/16            ;    6,22          ;            545,47     ;        5
   13/12/16            ;    5,94          ;            173,92     ;        5
   03/01/17            ;     5,6          ;             98,19     ;        5
   04/01/17            ;    5,61          ;            544,72     ;        5
